AÑO,CENTRO,DESCRIPCION CENTRO,SECCION,DESCRIPCION SECCION,PROGRAMA,DESCRIPCION PROGRAMA,CAPITULO,DESCRIPCION CAPITULO,ECONOMICO,DESCRIPCION ECONOMICO,IMPORTE
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,23106,INCLUSIÓN SOCIAL Y EMERGENCIAS,1,GASTOS DE PERSONAL,16000,SEGURIDAD SOCIAL,222496
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,23106,INCLUSIÓN SOCIAL Y EMERGENCIAS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,41000
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,23106,INCLUSIÓN SOCIAL Y EMERGENCIAS,4,TRANSFERENCIAS CORRIENTES,48900,OTRAS TRANSFERENCIAS A FAMILIAS,12110
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,23301,ATENCIÓN A LAS PERSONAS MAYORES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21200,REP.MANT. Y CONSERV. EDIFICIOS Y OTRAS CONSTRUC.,12000
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,23301,ATENCIÓN A LAS PERSONAS MAYORES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",10000
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,23301,ATENCIÓN A LAS PERSONAS MAYORES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22699,OTROS GASTOS DIVERSOS,3000
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,23301,ATENCIÓN A LAS PERSONAS MAYORES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22710,SERVICIO DE AYUDA A DOMICILIO,6589918
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,23301,ATENCIÓN A LAS PERSONAS MAYORES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,144000
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,23301,ATENCIÓN A LAS PERSONAS MAYORES,7,TRANSFERENCIAS DE CAPITAL,78900,OTRAS TRANSFERENCIAS DE CAPITAL A FAMILIAS,12110
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,31401,CONSUMO,1,GASTOS DE PERSONAL,12000,SUELDOS DEL GRUPO A1,44031
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,31401,CONSUMO,1,GASTOS DE PERSONAL,12001,SUELDOS DEL GRUPO A2,53398
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,31401,CONSUMO,1,GASTOS DE PERSONAL,12003,SUELDOS DEL GRUPO C1,32677
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,31401,CONSUMO,1,GASTOS DE PERSONAL,12004,SUELDOS DEL GRUPO C2,8379
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,31401,CONSUMO,1,GASTOS DE PERSONAL,12006,TRIENIOS,33577
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,31401,CONSUMO,1,GASTOS DE PERSONAL,12100,COMPLEMENTO DE DESTINO,80607
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,31401,CONSUMO,1,GASTOS DE PERSONAL,12101,COMPLEMENTO ESPECÍFICO,183033
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,31401,CONSUMO,1,GASTOS DE PERSONAL,12103,OTROS COMPLEMENTOS,11599
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,31401,CONSUMO,1,GASTOS DE PERSONAL,16000,SEGURIDAD SOCIAL,106336
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,31401,CONSUMO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22199,OTROS SUMINISTROS,500
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,31401,CONSUMO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22699,OTROS GASTOS DIVERSOS,300
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,32101,COLEGIOS Y OTROS CENTROS EDUCATIVOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22103,COMBUSTIBLES Y CARBURANTES,19000
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,32101,COLEGIOS Y OTROS CENTROS EDUCATIVOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,1953900
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,32101,COLEGIOS Y OTROS CENTROS EDUCATIVOS,6,INVERSIONES REALES,63200,EDIFICIOS Y OTRAS CONSTRUCCIONES (REFORMA),200006
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,33401,ACTIVIDADES CULTURALES,1,GASTOS DE PERSONAL,12000,SUELDOS DEL GRUPO A1,1468
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,33401,ACTIVIDADES CULTURALES,1,GASTOS DE PERSONAL,12003,SUELDOS DEL GRUPO C1,32677
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,33401,ACTIVIDADES CULTURALES,1,GASTOS DE PERSONAL,12006,TRIENIOS,8672
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,33401,ACTIVIDADES CULTURALES,1,GASTOS DE PERSONAL,12100,COMPLEMENTO DE DESTINO,20153
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,33401,ACTIVIDADES CULTURALES,1,GASTOS DE PERSONAL,12101,COMPLEMENTO ESPECÍFICO,39261
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,33401,ACTIVIDADES CULTURALES,1,GASTOS DE PERSONAL,12103,OTROS COMPLEMENTOS,3803
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,33401,ACTIVIDADES CULTURALES,1,GASTOS DE PERSONAL,16000,SEGURIDAD SOCIAL,26792
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,33401,ACTIVIDADES CULTURALES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22199,OTROS SUMINISTROS,5000
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,33401,ACTIVIDADES CULTURALES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22707,TALLERES CULTURALES DISTRITOS,732917
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,33401,ACTIVIDADES CULTURALES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,117133
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,34101,ACTUACIONES DEPORTIVAS EN DISTRITOS,1,GASTOS DE PERSONAL,13000,RETRIBUCIONES BÁSICAS,2912716
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,34101,ACTUACIONES DEPORTIVAS EN DISTRITOS,1,GASTOS DE PERSONAL,13002,OTRAS REMUNERACIONES,769186
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,34101,ACTUACIONES DEPORTIVAS EN DISTRITOS,1,GASTOS DE PERSONAL,13100,RETRIBUCIONES BÁSICAS,495662
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,34101,ACTUACIONES DEPORTIVAS EN DISTRITOS,1,GASTOS DE PERSONAL,13102,OTRAS REMUNERACIONES,138743
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,34101,ACTUACIONES DEPORTIVAS EN DISTRITOS,1,GASTOS DE PERSONAL,15000,PRODUCTIVIDAD,25687
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,34101,ACTUACIONES DEPORTIVAS EN DISTRITOS,1,GASTOS DE PERSONAL,16000,SEGURIDAD SOCIAL,1335354
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,34101,ACTUACIONES DEPORTIVAS EN DISTRITOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,20800,ARRENDAMIENTOS DE OTRO INMOVILIZADO MATERIAL,10925
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,34101,ACTUACIONES DEPORTIVAS EN DISTRITOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21300,"REP.MANT.Y CONSERV. MAQUINARIA, INSTAL. Y UTILLAJE",4000
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,34101,ACTUACIONES DEPORTIVAS EN DISTRITOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21500,"REP., MANT. Y CONSERV. DE MOBILIARIO",1000
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,34101,ACTUACIONES DEPORTIVAS EN DISTRITOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1000
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,34101,ACTUACIONES DEPORTIVAS EN DISTRITOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1000
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,34101,ACTUACIONES DEPORTIVAS EN DISTRITOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22104,VESTUARIO,3000
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,34101,ACTUACIONES DEPORTIVAS EN DISTRITOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,1500
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,34101,ACTUACIONES DEPORTIVAS EN DISTRITOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22110,PRODUCTOS DE LIMPIEZA Y ASEO,10000
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,34101,ACTUACIONES DEPORTIVAS EN DISTRITOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22199,OTROS SUMINISTROS,40000
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,34101,ACTUACIONES DEPORTIVAS EN DISTRITOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22701,SEGURIDAD,186751
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,34101,ACTUACIONES DEPORTIVAS EN DISTRITOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,265814
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,34101,ACTUACIONES DEPORTIVAS EN DISTRITOS,6,INVERSIONES REALES,63200,EDIFICIOS Y OTRAS CONSTRUCCIONES (REFORMA),225000
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,91220,CONCEJALÍA-PRESIDENCIA DEL DISTRITO,1,GASTOS DE PERSONAL,10000,RETRIBUCIONES BÁSICAS,91789
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,91220,CONCEJALÍA-PRESIDENCIA DEL DISTRITO,1,GASTOS DE PERSONAL,11000,RETRIBUCIONES BÁSICAS,29354
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,91220,CONCEJALÍA-PRESIDENCIA DEL DISTRITO,1,GASTOS DE PERSONAL,11001,RETRIBUCIONES COMPLEMENTARIAS,63897
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,91220,CONCEJALÍA-PRESIDENCIA DEL DISTRITO,1,GASTOS DE PERSONAL,12003,SUELDOS DEL GRUPO C1,9885
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,91220,CONCEJALÍA-PRESIDENCIA DEL DISTRITO,1,GASTOS DE PERSONAL,12004,SUELDOS DEL GRUPO C2,9885
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,91220,CONCEJALÍA-PRESIDENCIA DEL DISTRITO,1,GASTOS DE PERSONAL,12006,TRIENIOS,5699
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,91220,CONCEJALÍA-PRESIDENCIA DEL DISTRITO,1,GASTOS DE PERSONAL,12100,COMPLEMENTO DE DESTINO,10426
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,91220,CONCEJALÍA-PRESIDENCIA DEL DISTRITO,1,GASTOS DE PERSONAL,12101,COMPLEMENTO ESPECÍFICO,26137
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,91220,CONCEJALÍA-PRESIDENCIA DEL DISTRITO,1,GASTOS DE PERSONAL,12103,OTROS COMPLEMENTOS,2643
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,91220,CONCEJALÍA-PRESIDENCIA DEL DISTRITO,1,GASTOS DE PERSONAL,15000,PRODUCTIVIDAD,8778
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,91220,CONCEJALÍA-PRESIDENCIA DEL DISTRITO,1,GASTOS DE PERSONAL,16000,SEGURIDAD SOCIAL,57313
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,91220,CONCEJALÍA-PRESIDENCIA DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,3267
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,10100,RETRIBUCIONES BÁSICAS,85670
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,12000,SUELDOS DEL GRUPO A1,127250
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,12001,SUELDOS DEL GRUPO A2,145000
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,12003,SUELDOS DEL GRUPO C1,130708
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,12004,SUELDOS DEL GRUPO C2,278013
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,12005,SUELDOS DEL GRUPO E,119025
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,12006,TRIENIOS,143148
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,12100,COMPLEMENTO DE DESTINO,452524
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,12101,COMPLEMENTO ESPECÍFICO,1007660
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,12103,OTROS COMPLEMENTOS,83983
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,13000,RETRIBUCIONES BÁSICAS,90411
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,13002,OTRAS REMUNERACIONES,117182
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,15000,PRODUCTIVIDAD,50988
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,1,GASTOS DE PERSONAL,16000,SEGURIDAD SOCIAL,658304
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,20400,ARRENDAMIENTOS DE MATERIAL DE TRANSPORTE,10768
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,20500,ARRENDAMIENTOS DE MOBILIARIO Y ENSERES,12605
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,12730
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",3000
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,12730
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22104,VESTUARIO,5000
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22200,SERVICIOS DE TELECOMUNICACIONES,100
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22603,PUBLICACIÓN EN DIARIOS OFICIALES,12000
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22604,GASTOS JURÍDICOS Y CONTENCIOSOS,3000
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,5000
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,5000
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23121,LOCOMOCIÓN URBANA PERSONAL NO DIRECTIVO,200
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92001,DIREC. Y GESTIÓN ADMTVA. DEL DISTRITO,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23303,INDEMNIZACIÓN A VOCALES DE JUNTAS DE DISTRITO,170779
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92401,PARTICIPACIÓN CIUDADANA,4,TRANSFERENCIAS CORRIENTES,48901,OTRAS TRANSFERENCIAS  A INSTITUC. SIN FINES  LUCRO,25888
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,92401,PARTICIPACIÓN CIUDADANA,7,TRANSFERENCIAS DE CAPITAL,78901,OTRAS TRANSF. DE CAPITAL A INST. SIN FINES LUCRO,2500
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,93302,EDIFICIOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21200,REP.MANT. Y CONSERV. EDIFICIOS Y OTRAS CONSTRUC.,18500
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,93302,EDIFICIOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22701,SEGURIDAD,330895
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,93302,EDIFICIOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,7000
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,93302,EDIFICIOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,1304846
2013,001,AYUNTAMIENTO DE MADRID,202,DISTRITO DE ARGANZUELA,93302,EDIFICIOS,6,INVERSIONES REALES,63200,EDIFICIOS Y OTRAS CONSTRUCCIONES (REFORMA),258000
2013,001,AYUNTAMIENTO DE MADRID,203,DISTRITO DE RETIRO,15502,OTRAS ACTUACIONES EN VÍAS PÚBLICAS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21000,REP.MANT. Y CONSERV. BIENES DESTINADOS USO GENERAL,11181
2013,001,AYUNTAMIENTO DE MADRID,203,DISTRITO DE RETIRO,23102,"FAMILIA, INFANCIA Y VOLUNTARIADO",2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,37979
2013,001,AYUNTAMIENTO DE MADRID,203,DISTRITO DE RETIRO,23102,"FAMILIA, INFANCIA Y VOLUNTARIADO",4,TRANSFERENCIAS CORRIENTES,48900,OTRAS TRANSFERENCIAS A FAMILIAS,62720
2013,001,AYUNTAMIENTO DE MADRID,203,DISTRITO DE RETIRO,23106,INCLUSIÓN SOCIAL Y EMERGENCIAS,1,GASTOS DE PERSONAL,12001,SUELDOS DEL GRUPO A2,195375
2013,001,AYUNTAMIENTO DE MADRID,203,DISTRITO DE RETIRO,23106,INCLUSIÓN SOCIAL Y EMERGENCIAS,1,GASTOS DE PERSONAL,12003,SUELDOS DEL GRUPO C1,9885
2013,001,AYUNTAMIENTO DE MADRID,203,DISTRITO DE RETIRO,23106,INCLUSIÓN SOCIAL Y EMERGENCIAS,1,GASTOS DE PERSONAL,12004,SUELDOS DEL GRUPO C2,75411
2013,001,AYUNTAMIENTO DE MADRID,203,DISTRITO DE RETIRO,23106,INCLUSIÓN SOCIAL Y EMERGENCIAS,1,GASTOS DE PERSONAL,12005,SUELDOS DEL GRUPO E,15358
2013,001,AYUNTAMIENTO DE MADRID,203,DISTRITO DE RETIRO,23106,INCLUSIÓN SOCIAL Y EMERGENCIAS,1,GASTOS DE PERSONAL,12006,TRIENIOS,54036
2013,001,AYUNTAMIENTO DE MADRID,203,DISTRITO DE RETIRO,23106,INCLUSIÓN SOCIAL Y EMERGENCIAS,1,GASTOS DE PERSONAL,12100,COMPLEMENTO DE DESTINO,167945
2013,001,AYUNTAMIENTO DE MADRID,203,DISTRITO DE RETIRO,23106,INCLUSIÓN SOCIAL Y EMERGENCIAS,1,GASTOS DE PERSONAL,12101,COMPLEMENTO ESPECÍFICO,321132
2013,001,AYUNTAMIENTO DE MADRID,203,DISTRITO DE RETIRO,23106,INCLUSIÓN SOCIAL Y EMERGENCIAS,1,GASTOS DE PERSONAL,12103,OTROS COMPLEMENTOS,26641
2013,001,AYUNTAMIENTO DE MADRID,203,DISTRITO DE RETIRO,23106,INCLUSIÓN SOCIAL Y EMERGENCIAS,1,GASTOS DE PERSONAL,15000,PRODUCTIVIDAD,5958
2013,001,AYUNTAMIENTO DE MADRID,203,DISTRITO DE RETIRO,23106,INCLUSIÓN SOCIAL Y EMERGENCIAS,1,GASTOS DE PERSONAL,16000,SEGURIDAD SOCIAL,234036
2013,001,AYUNTAMIENTO DE MADRID,203,DISTRITO DE RETIRO,23106,INCLUSIÓN SOCIAL Y EMERGENCIAS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,40000
2013,001,AYUNTAMIENTO DE MADRID,203,DISTRITO DE RETIRO,23106,INCLUSIÓN SOCIAL Y EMERGENCIAS,4,TRANSFERENCIAS CORRIENTES,48900,OTRAS TRANSFERENCIAS A FAMILIAS,4323
2013,001,AYUNTAMIENTO DE MADRID,203,DISTRITO DE RETIRO,23301,ATENCIÓN A LAS PERSONAS MAYORES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21500,"REP., MANT. Y CONSERV. DE MOBILIARIO",750
2013,001,AYUNTAMIENTO DE MADRID,203,DISTRITO DE RETIRO,23301,ATENCIÓN A LAS PERSONAS MAYORES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22199,OTROS SUMINISTROS,1161
2013,001,AYUNTAMIENTO DE MADRID,203,DISTRITO DE RETIRO,23301,ATENCIÓN A LAS PERSONAS MAYORES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22699,OTROS GASTOS DIVERSOS,3000
2013,001,AYUNTAMIENTO DE MADRID,203,DISTRITO DE RETIRO,23301,ATENCIÓN A LAS PERSONAS MAYORES,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22710,SERVICIO DE AYUDA A DOMICILIO,2975823
