Número de proyecto,Clave del programa,Fondo,Clave de la entidad federativa,Entidad Federativa,Clave del municipio,Nombre del municipio,Nombre del proyecto,Monto aprobado
2193,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,12,GUERRERO,73,ZIRÁNDARO,REHABILITACIÓN DE ESCUELA PRIMARIA EN LA COMUNIDAD DE LOS GUAJES,"200,000"
2194,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,12,GUERRERO,73,ZIRÁNDARO,"REHABILITACIÓN DE LA ESCUELA PRIMARIA ""HOGAR Y PATRIA"" DE LA COMINIDAD DE LA CIENEGA","200,000"
2195,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,12,GUERRERO,73,ZIRÁNDARO,REHABILITACIÓN DE SISTEMA DE AGUA EN LA COMUNIDAD DE SAN NICOLÁS,"200,000"
2196,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,12,GUERRERO,73,ZIRÁNDARO,"REHABILITACIÓN DEL KINDER ""ALICIA BUITRON BRUGADA"" DE LA COMUNIDAD DE ARATICHANGUIO","200,000"
2197,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,12,GUERRERO,73,ZIRÁNDARO,"REHABILITACIÓN DEL KINDER ""GABRIEL GARCÍA MÁRQUEZ"" DE LA COMUNIDAD DE PANDACUAREO","200,000"
2198,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,12,GUERRERO,73,ZIRÁNDARO,"REHABILITACIÓN DEL KINDER ""JOSEFINA TORRES VIUDA DE PINEDA"", EN LA CABECERA MUNICIPAL ","400,000"
2199,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,1,ACATLÁN,"CONSTRUCCIÓN DE BARDA DE ESPACIO DEPORTIVO, LOC. LOMA LARGA.","200,000"
2200,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,1,ACATLÁN,"CONSTRUCCIÓN DE EMPEDRADO, TRAMO EL SABINO HACIA PEÑUELA","200,000"
2201,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,1,ACATLÁN,"CONSTRUCCIÓN DE ESPACIO DEPORTIVO   (GIMNASIO AL AIRE LIBRE), COL. 28 DE MAYO ","100,000"
2202,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,1,ACATLÁN,CONSTRUCCIÓN DE GRADAS DE ESPACIO DEPORTIVO COL. 28 DE MAYO,"100,000"
2203,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,1,ACATLÁN,"PAVIMENTACIÓN DE CALLE JOSÉ VASCONCELOS, LOC. ALCHOLOYA ","400,000"
2204,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,2,ACAXOCHITLÁN,"CONSTRUCCIÓN ESPACIO DEPORTIVO  (GIMNASIO AL AIRE LIBRE) CECYTEH, CABECERA MUNICIPAL","200,000"
2205,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,2,ACAXOCHITLÁN,"INFRAESTRUCTURA EDUCATIVA ( TECHADO) , ESC. T.V. SEC. NO. 32, CABECERA MUNICIPAL.","500,000"
2206,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,2,ACAXOCHITLÁN,"TECHADO DE PATIO CÍVICO JARDÍN DE NIÑOS ""SIERVO DE LA NACIÓN, CABECERA MUNICIPAL","145,100"
2207,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,3,ACTOPAN,"PAVIMENTACIÓN CON CARPETA ASFÁLTICA, CIRCUITO SOLIDARIDAD, COL. EFRÉN REBOLLEDO, EN PARQUE URBANO, TERCERA ETAPA.","1,000,000"
2208,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,4,AGUA BLANCA DE ITURBIDE,"REHABILITACIÓN DE ESPACIO DEPORTIVO MUNICIPAL (VELARÍA) , LOC. MILPA VIEJA","1,000,000"
2209,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,6,ALFAJAYUCAN,"CONSTRUCCIÓN DE CANCHA DE FUTBOL SIETE CON PASTO SINTÉTICO, CALLE SIN NOMBRE, LOTES 14, 19 Y 20, FRACCIONAMIENTO EL CORRAL ","1,700,000"
2210,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,8,APAN,"PAVIMENTACIÓN HIDRÁULICA, CALLE HIDALGO 2A. ETAPA. CABECERA MUNICIPAL.","1,100,000"
2211,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,13,ATOTONILCO DE TULA,"CONSTRUCCIÓN DE ARCOTECHO EN ESCUELA PRIMARIA ""JOSÉ MARÍA PINO SUAREZ"" COLONIA CENTRO CONEJOS","660,000"
2212,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,12,ATOTONILCO EL GRANDE,PAVIMENTACION HIDRAULICA EN COMUNIDAD DE LA CRUZ.,"1,000,000"
2213,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,14,CALNALI,"CONSTRUCCIÓN DE KIOSCO Y OBRA EXTERIOR. EN PLAZA PÚBLICA DEL BARRIO TLALA, LOCALIDAD: CANALÍ.","300,000"
2214,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,14,CALNALI,"PAVIMENTACIÓN HIDRÁULICA DE CALLE 2A. ETAPA. BARRIO ABAJO A CARRETERA ESTATAL CALNALI-PAPATLATLA, LOCALIDAD: COAMITLA.","700,000"
2215,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,15,CARDONAL,CONSTRUCCIÓN DE BARDA PERIMETRAL EN EL PLANTEL COBAEH CON CLAVE: 13EMS0004Y  EN LA LOCALIDAD DE CIENEGUILLA,"1,150,000"
2216,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,18,CHAPULHUACÁN,TECHADO DE CANCHA DE USOS MÚLTIPLES EN LA LOCALIDAD DE PARED GRUESA,"1,150,000"
2217,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,19,CHILCUAUTLA,"CONSTRUCCIÓN DE CANCHA DE USOS MÚLTIPLES EN LA ESCUELA SECUNDARIA TÉCNICA NO. 6, CLAVE: 13DST0006G","320,000"
2218,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,9,EL ARENAL,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO, EN CALLE: AVENIDA 16 DE ENERO, COLONIA CENTRO, CABECERA MUNICIPAL.","373,971"
2219,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,9,EL ARENAL,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO, EN CALLE: AVENIDA INDEPENDENCIA, COLONIA CENTRO, CABECERA MUNICIPAL.","270,038"
2220,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,9,EL ARENAL,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO, EN CALLE: GENARO GUZMÁN MAYER, COLONIA CENTRO, CABECERA MUNICIPAL.","355,991"
2221,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,21,EMILIANO ZAPATA,CONSTRUCCIÓN DE GUARNICIONES Y BANQUETAS EN CALLE DE ACCESO A COL. UNIDAD DEPORTIVA. LOC. SANTA BÁRBARA.,"84,180"
2222,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,21,EMILIANO ZAPATA,PAVIMENTACIÓN EN AV. SAN LUIS. LOC. J. MA. MORELOS.,"200,000"
2223,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,21,EMILIANO ZAPATA,PAVIMENTACIÓN EN CALLE MORELOS. LOC. SANTA BÁRBARA,"178,620"
2224,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,21,EMILIANO ZAPATA,REHABILITACIÓN DE ESPACIOS DEPORTIVOS EN COLEGIO DE BACHILLERES. CABECERA MUNICIPAL.,"616,000"
2225,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,22,EPAZOYUCAN,CONSTRUCCIÓN TECHADO CANCHA DE USOS MÚLTIPLES. LOC. EL SALTO.,"550,000"
2226,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,23,FRANCISCO I. MADERO,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO, EN CALLE DE ACCESO AL BARRIO EL 15, LOCALIDAD: SAN JUAN TEPA.","150,000"
2227,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,23,FRANCISCO I. MADERO,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO, EN CALLE: GALEANA, LOCALIDAD: LOS HERNÁNDEZ.","300,000"
2228,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,23,FRANCISCO I. MADERO,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO, EN CALLE: INGENIEROS, LOCALIDAD: UNIVERSIDAD POLITÉCNICA DE FRANCISCO I. MADERO.","150,000"
2229,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,23,FRANCISCO I. MADERO,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO, EN CALLE: JOSÉ MARÍA LUIS MORA, LOCALIDAD: SAN JUAN TEPA.","400,000"
2230,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,24,HUASCA DE OCAMPO,"AMPLIACIÓN DE LA RED DE ELECTRIFICACIÓN, 2A. ETAPA, EN LA COL. LOS REYES TEPEZALA","1,647,876"
2231,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,24,HUASCA DE OCAMPO,CONSTRUCCIÓN DE ESPACIO DEPORTIVO (GIMNASIO AL AIRE LIBRE) CABECERA MUNICIPAL ,"300,000"
2232,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,24,HUASCA DE OCAMPO,"CONSTRUCCIÓN DE INFRAESTRUCTURA EDUCATIVA (CANCHA DE USOS MÚLTIPLES ) , COBAEH CABECERA MUNICIPAL ","281,822"
2233,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,24,HUASCA DE OCAMPO,"EMPEDRADO DE CALLE, LOC. LAS MESAS DE TLAXOCOYUCAN. ","418,178"
2234,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,24,HUASCA DE OCAMPO,"PAVIMENTACIÓN HIDRÁULICA A UN COSTADO DEL AUDITORIO EJIDAL, 2A ETAPA, CAMINO RÍO SECO, PUENTE DE DORIA","537,751"
2235,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,27,HUEHUETLA,"CONSTRUCCIÓN DE ESPACIO DEPORTIVO MUNICIPAL, LOC. SAN LORENZO ACHIOTEPEC","500,000"
2236,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,27,HUEHUETLA,"CONSTRUCCIÓN DE ESPACIO DEPORTIVO, CABECERA MUNICIPAL","500,000"
2237,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,28,HUEJUTLA DE REYES,CERCADO DE LA CANCHA DE FUTBOL DE LA ESCUELA PRIMARIA VICENTE GUERRERO DE LA COMUNIDAD DE CUAPAXTITLA (CLAVE DE LA ESCUELA 13DPB0642T),"350,000"
2238,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,28,HUEJUTLA DE REYES,CONSTRUCCIÓN DE CANCHA DE FUTBOL RÁPIDO EN LA UNIVERSIDAD POLITÉCNICA DE HUEJUTLA (CLAVE DE LA ESCUELA 13EPO0005Y),"1,000,000"
2239,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,28,HUEJUTLA DE REYES,CONSTRUCCIÓN DE CANCHA DEPORTIVA DE USOS MÚLTIPLES CON GALERA EN LA LOCALIDAD DE POXTLA COACUILCO. ,"1,000,000"
2240,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,28,HUEJUTLA DE REYES,"PAVIMENTACIÓN HIDRÁULICA DE DOS TRAMOS DE DOS CALLES UNO EN LA CALLE CIRCUNVALACIÓN Y EL OTRO EN LA CALLE INDUSTRIAL DE LA COLONIA ANÁHUAC (SUMANDO ENTRE LOS DOS TRAMOS 1,167.68 METROS) ","500,000"
2241,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,28,HUEJUTLA DE REYES,"PAVIMENTACIÓN HIDRÁULICA, BANQUETAS Y GUARNICIÓN DE LA CALLE EUCALIPTO DE LA COLONIA ADOLFO LUGO VERDUZCO ","1,000,000"
2242,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,28,HUEJUTLA DE REYES,"REHABILITACIÓN DE ESPACIO DEPORTIVO, CÍVICO-RECREATIVO DEL (CENDI) CENTRO DE DESARROLLO INFANTIL DE HUEJUTLA (CLAVE DE LA ESCUELA 13DJN1561Z)","1,000,000"
2243,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,28,HUEJUTLA DE REYES,REHABILITACIÓN DEL CAMPO DE FUTBOL CON SISTEMA DE RIEGO EN LA UNIDAD DEPORTIVA IMPERIO. EN LA CABECERA MUNICIPAL CARRETERA HUEHUTLA CHALAHUIYAPA,"2,150,000"
2244,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,29,HUICHAPAN,CONSTRUCCIÓN DE ARCOTECHO DEL PATIO CÍVICO EN ESC. T.V. EN LA COMUNIDAD DE LLANO LARGO DOMICILIO CONOCIDO,"660,000"
2245,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,29,HUICHAPAN,"CONSTRUCCIÓN DE ARCOTECHO EN EL PATIO CÍVICO ""JAVIER ROJO GÓMEZ"" EN LA COMUNIDAD DE BONDOJITO DOMICILIO CONOCIDO","125,000"
2246,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,29,HUICHAPAN,CONSTRUCCIÓN DE LA BARDA PERIMETRAL Y PÓRTICO (26.5ML X 2.20M DE ALTURA) EN ESC. T.V. JAVIER ROJO GÓMEZ EN LA COMUNIDAD DE JONACAPA DOMICILIO CONOCIDO,"255,000"
2247,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,29,HUICHAPAN,EMPEDRADO DE 700 METROS LINEALES EN LA CALLE JORGE ROJO LUGO EN LA COMUNIDAD DE BONDOJITO DOMICILIO CONOCIDO,"700,000"
2248,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,31,JACALA DE LEDEZMA,CONSTRUCCIÓN DE AULA DIDÁCTICA EN LA ESCUELA TELESECUNDARIA 601 CON CLAVE: C.C.T. 13DTV0583U,"330,000"
2249,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,31,JACALA DE LEDEZMA,CONSTRUCCIÓN DE CANCHA DE USOS MÚLTIPLES EN LA ESCUELA PRIMARIA  LEONA VICARIO CON CLAVE:13DPR2370G,"320,000"
2250,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,31,JACALA DE LEDEZMA,CONSTRUCCIÓN DE VESTIDORES PARA ÁREA DEPORTIVA EN EL CENTRO DE LA CABECERA MUNICIPAL,"320,000"
2251,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,31,JACALA DE LEDEZMA,REHABILITACIÓN DE ÁREA DEPORTIVA EN EL CENTRO DE LA CABECERA MUNICIPAL,"70,000"
2252,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,31,JACALA DE LEDEZMA,TECHADO PLAZA CIVICA EL HUAPANGO,"1,000,000"
2253,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,33,JUÁREZ HIDALGO,"CONSTRUCCIÓN DE UN ANEXO EN CANCHA DE USOS MÚLTIPLES, EN LA LOCALIDAD: SAN LORENZO ITZTACOYOTLA.","650,000"
2254,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,33,JUÁREZ HIDALGO,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO, EN AVENIDA PRINCIPAL, EN CABECERA MUNICIPAL.","600,000"
2255,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,33,JUÁREZ HIDALGO,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO, EN BARRIO: CHICHICAHUAS, EN LA LOCALIDAD: SAN LORENZO ITZTACOYOTLA..","120,000"
2256,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,33,JUÁREZ HIDALGO,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO, EN BARRIO: EL AGUACATE, EN LA LOCALIDAD: SAN NICOLÁS.","80,000"
2257,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,33,JUÁREZ HIDALGO,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO, EN BARRIO: EL BAJÍO, EN LA LOCALIDAD: CABECERA MUNICIPAL.","200,000"
2258,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,33,JUÁREZ HIDALGO,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO, EN BARRIO: LA FUENTE, EN LA LOCALIDAD: CABECERA MUNICIPAL.","80,000"
2259,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,33,JUÁREZ HIDALGO,"REHABILITACIÓN DE ALUMBRADO PÚBLICO, EN CABECERA MUNICIPAL.","270,000"
2260,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,40,LA MISIÓN,"CONSTRUCCIÓN DE  AULA EN EL PLANTEL COBAEH CLAVE: 13EMS0024L, CABECERA MUNICIPAL","370,000"
2261,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,34,LOLOTLA,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO, EN CALLE S/N, EN LA CABECERA MUNICIPAL.","1,000,000"
2262,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,35,METEPEC,PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE DIVERSAS CALLES EN LA LOCALIDAD DE LA VICTORIA,"2,000,000"
2263,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,35,METEPEC,PAVIMENTACIÓN CON CONCRETO HIDRÁULICO EN DIVERSAS CALLES DEL MUNICIPIO,"2,000,000"
2264,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,35,METEPEC,PAVIMENTACIÓN DE CALLE CON CONCRETO HIDRÁULICO EN LA LOCALIDAD DE PALO GACHO  (PARTE ALTA),"1,000,000"
2265,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,35,METEPEC,"TECHADO DE ESPACIO PÚBLICO MUNICIPAL, FERRERÍA ","1,000,000"
2266,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,37,METZTITLÁN,PAVIMENTACIÓN DE CONCRETO HIDRÁULICO EN AV TEPEYACAPA,"2,000,000"
2267,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,51,MINERAL DE LA REFORMA,CONSTRUCCIÓN DE GIMNASIO AL AIRE LIBRE  EN ÁREA VERDE EN LA COLONIA ÁLAMO IMSS,"500,000"
2268,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,51,MINERAL DE LA REFORMA,"CONSTRUCCIÓN DE GIMNASIO AL AIRE LIBRE EN ÁREA VERDE DE CALLE OLIVOS, ESQ. CASCO DE HACIENDA, FRACCIONAMIENTO EL ROBLE","500,000"
2269,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,51,MINERAL DE LA REFORMA,PAVIMENTACIÓN CALLES SIN NOMBRE  Y OBRAS COMPLEMENTARIAS EN FRACCIONAMIENTO RANCHO GRANDE,"3,000,000"
2270,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,51,MINERAL DE LA REFORMA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE LA CALLE TIERRA, COL. CEUNI","355,000"
2271,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,51,MINERAL DE LA REFORMA,"PAVIMENTACIÓN DE CONCRETO ASFÁLTICO AL CIRCUITO JORGE ROJO LUGO, FRACC. JORGE ROJO LUGO","439,148"
2272,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,51,MINERAL DE LA REFORMA,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO CALLE 14 DE SEPTIEMBRE, COLONIA SAN GUILLERMO LA REFORMA ","200,000"
2273,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,51,MINERAL DE LA REFORMA,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO CALLE RIO DE LA SOLEDAD, COLONIA DOS CARLOS PUEBLO NUEVO","715,000"
2274,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,51,MINERAL DE LA REFORMA,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO CALLE SOLEDAD (SEGUNDA ETAPA), COLONIA RIO DE LA SOLEDAD ","885,000"
2275,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,51,MINERAL DE LA REFORMA,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO CALLE UNIÓN, COLONIA SANTIAGO JALTEPEC","700,000"
2276,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,38,MINERAL DEL CHICO,PAVIMENTACIÓN HIDRÁULICAS EN CALLE CARBONERAS CENTRO- LA PALMA,"2,000,000"
2277,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,42,MOLANGO DE ESCAMILLA,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO, EN CALLE: JUÁREZ, BARRIO: SANTA CRUZ.","650,000"
2278,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,42,MOLANGO DE ESCAMILLA,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO, EN CALLE: METZTITLÁN, BARRIO: CENTRO, CABECERA MUNICIPAL.","350,000"
2279,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,43,NICOLÁS FLORES,CONSTRUCCIÓN DE TECHUMBRE Y GRADAS EN LA  CANCHA MUNICIPAL DE  FUT-BOL RÁPIDO (2 DA ETAPA),"400,000"
2280,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,43,NICOLÁS FLORES,PAVIMENTACIÓN HIDRÁULICA EN CALLE JOSÉ LUGO G. EN LA CABECERA MUNICIPAL,"300,000"
2281,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,44,NOPALA DE VILLAGRÁN,CONSTRUCCIÓN DE ARCOTECHO EN ESCUELA SECUNDARIA TÉCNICA EN LA CABECERA MUNICIPAL DOMICILIO CONOCIDO,"660,000"
2282,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,44,NOPALA DE VILLAGRÁN,CONSTRUCCIÓN DE CANCHA DE FUTBOL RÁPIDO EN EL CENTRO DE LA LOCALIDAD DE DAÑÚ DOMICILIO CONOCIDO,"455,000"
2283,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,45,OMITLÁN DE JUÁREZ,"EMPEDRADO CALLE ALAMO ESQUINA CON CALLE MORELOS, CABECERA MUNICIPAL ","500,000"
2284,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,45,OMITLÁN DE JUÁREZ,"EMPEDRADO CALLE PROLONGACIÓN AQUILES SERDÁN, CABECERA MUNICIPAL  ","500,000"
2285,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,45,OMITLÁN DE JUÁREZ,PAVIMENTACIÓN DE CONCRETO HIDRÁULICO CALLE PRINCIPAL COMUNIDAD CERRO GORDO ,"1,000,000"
2286,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,45,OMITLÁN DE JUÁREZ,PAVIMENTACIÓN DE CONCRETO HIDRÁULICO CALLE PRINCIPAL COMUNIDAD EL PASO - LA CUMBRE,"1,000,000"
2287,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,45,OMITLÁN DE JUÁREZ,REHABILITACIÓN DE INFRAESTRUCTURA DEPORTIVA (PROTECCIONES) DOGOUT,"300,000"
2288,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,45,OMITLÁN DE JUÁREZ,"TECHADO ESPACIO PÚBLICO MUNICIPAL, LOC. EL MIRADOR ","700,000"
2289,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,48,PACHUCA DE SOTO,"CONSTRUCCIÓN DE ESPACIO RECREATIVO DE GIMNASIO AL AIRE LIBRE Y CANCHA DEPORTIVA EN AVENIDA DE LAS AVES, ESQUINA AV. CISNES NORTE, COL. VILLAS DE PACHUCA","800,000"
2290,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,48,PACHUCA DE SOTO,"CONSTRUCCIÓN DE GIMNASIO AL AIRE LIBRE  EN CALLEJÓN MANUEL DOBLADO, ENTRE CALLES BERRIOZÁBAL Y DORIA, EN EL BARRIO DE LA PALMA","500,000"
2291,U058,FONDO DE PAVIMENTACIÓN Y DESARROLLO MUNICIPAL,13,HIDALGO,48,PACHUCA DE SOTO,ELECTRIFICACIÓN DE LA CALLE 24 DE FEBRERO EN LA COL. EL HUIXMI,"80,000"
