Датум на објавување;Број раздел;Назив раздел;Сметка;Број потпрограма;Назив потпрограма;Категорија;Назив категорија;Ставка;Назив ставка;Буџет
2014-09-09T00:00:00;5004;ЦЕНТАР ЗА УПРАВУВАЊЕ СО КРИЗИ;630;20;УПРАВУВАЊЕ СО КРИЗИ;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;9381000
2014-09-09T00:00:00;5004;ЦЕНТАР ЗА УПРАВУВАЊЕ СО КРИЗИ;630;20;УПРАВУВАЊЕ СО КРИЗИ;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;680000
2014-09-09T00:00:00;5004;ЦЕНТАР ЗА УПРАВУВАЊЕ СО КРИЗИ;630;20;УПРАВУВАЊЕ СО КРИЗИ;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;1800000
2014-09-09T00:00:00;5004;ЦЕНТАР ЗА УПРАВУВАЊЕ СО КРИЗИ;630;20;УПРАВУВАЊЕ СО КРИЗИ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;1633000
2014-09-09T00:00:00;5004;ЦЕНТАР ЗА УПРАВУВАЊЕ СО КРИЗИ;630;20;УПРАВУВАЊЕ СО КРИЗИ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;315000
2014-09-09T00:00:00;5004;ЦЕНТАР ЗА УПРАВУВАЊЕ СО КРИЗИ;630;20;УПРАВУВАЊЕ СО КРИЗИ;46;СУБВЕНЦИИ И ТРАНСФЕРИ;464;Разни трансфери;676000
2014-09-09T00:00:00;5004;ЦЕНТАР ЗА УПРАВУВАЊЕ СО КРИЗИ;630;20;УПРАВУВАЊЕ СО КРИЗИ;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;140000
2014-09-09T00:00:00;5004;ЦЕНТАР ЗА УПРАВУВАЊЕ СО КРИЗИ;630;20;УПРАВУВАЊЕ СО КРИЗИ;48;КАПИТАЛНИ РАСХОДИ;485;Вложувања и нефинансиски средства;300000
2014-09-09T00:00:00;5004;ЦЕНТАР ЗА УПРАВУВАЊЕ СО КРИЗИ;630;К2;СТРУЧНО ОСПОСОБУВАЊЕ И УСОВРШУВАЊЕ;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;80000
2014-09-09T00:00:00;5004;ЦЕНТАР ЗА УПРАВУВАЊЕ СО КРИЗИ;630;К2;СТРУЧНО ОСПОСОБУВАЊЕ И УСОВРШУВАЊЕ;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;200000
2014-09-09T00:00:00;5004;ЦЕНТАР ЗА УПРАВУВАЊЕ СО КРИЗИ;630;К2;СТРУЧНО ОСПОСОБУВАЊЕ И УСОВРШУВАЊЕ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;30000
2014-09-09T00:00:00;5004;ЦЕНТАР ЗА УПРАВУВАЊЕ СО КРИЗИ;631;20;УПРАВУВАЊЕ СО КРИЗИ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;150000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;10;АДМИНИСТРАЦИЈА;40;ПЛАТИ И НАДОМЕСТОЦИ;401;Основни плати;18540000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;10;АДМИНИСТРАЦИЈА;40;ПЛАТИ И НАДОМЕСТОЦИ;402;Придонеси за социјално осигурување;8381000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;2700000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;11310000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;5000000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;17305000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;425;Договорни услуги;1080000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;2700000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;11;УГОСТИТЕЛСТВО;40;ПЛАТИ И НАДОМЕСТОЦИ;401;Основни плати;9571000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;11;УГОСТИТЕЛСТВО;40;ПЛАТИ И НАДОМЕСТОЦИ;402;Придонеси за социјално осигурување;4327000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;20;ЈАВНА БЕЗБЕДНОСТ;40;ПЛАТИ И НАДОМЕСТОЦИ;401;Основни плати;-894831296
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;20;ЈАВНА БЕЗБЕДНОСТ;40;ПЛАТИ И НАДОМЕСТОЦИ;402;Придонеси за социјално осигурување;1510036000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;20;ЈАВНА БЕЗБЕДНОСТ;40;ПЛАТИ И НАДОМЕСТОЦИ;404;Надоместоци;100000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;20;ЈАВНА БЕЗБЕДНОСТ;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;9840000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;20;ЈАВНА БЕЗБЕДНОСТ;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;288191000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;20;ЈАВНА БЕЗБЕДНОСТ;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;158596000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;20;ЈАВНА БЕЗБЕДНОСТ;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;144286000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;20;ЈАВНА БЕЗБЕДНОСТ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;102765000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;20;ЈАВНА БЕЗБЕДНОСТ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;3100000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;20;ЈАВНА БЕЗБЕДНОСТ;46;СУБВЕНЦИИ И ТРАНСФЕРИ;465;Исплата по извршни исправи;25110000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;21;СЕКТОРИ ЗА ВНАТРЕШНИ РАБОТИ;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;1100000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;21;СЕКТОРИ ЗА ВНАТРЕШНИ РАБОТИ;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;165410000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;21;СЕКТОРИ ЗА ВНАТРЕШНИ РАБОТИ;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;14070000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;21;СЕКТОРИ ЗА ВНАТРЕШНИ РАБОТИ;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;32940000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;21;СЕКТОРИ ЗА ВНАТРЕШНИ РАБОТИ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;6212000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;21;СЕКТОРИ ЗА ВНАТРЕШНИ РАБОТИ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;215000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;22;РЕГИОНАЛНИ ЦЕНТРИ ЗА ГРАНИЧНИ РАБОТИ;40;ПЛАТИ И НАДОМЕСТОЦИ;401;Основни плати;635075000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;22;РЕГИОНАЛНИ ЦЕНТРИ ЗА ГРАНИЧНИ РАБОТИ;40;ПЛАТИ И НАДОМЕСТОЦИ;402;Придонеси за социјално осигурување;280214000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;22;РЕГИОНАЛНИ ЦЕНТРИ ЗА ГРАНИЧНИ РАБОТИ;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;400000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;22;РЕГИОНАЛНИ ЦЕНТРИ ЗА ГРАНИЧНИ РАБОТИ;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;33955000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;22;РЕГИОНАЛНИ ЦЕНТРИ ЗА ГРАНИЧНИ РАБОТИ;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;2160000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;22;РЕГИОНАЛНИ ЦЕНТРИ ЗА ГРАНИЧНИ РАБОТИ;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;24809000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;22;РЕГИОНАЛНИ ЦЕНТРИ ЗА ГРАНИЧНИ РАБОТИ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;570000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;22;РЕГИОНАЛНИ ЦЕНТРИ ЗА ГРАНИЧНИ РАБОТИ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;130000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;23;ИНТЕГРИРАНО ГРАНИЧНО УПРАВУВАЊЕ;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;50000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;23;ИНТЕГРИРАНО ГРАНИЧНО УПРАВУВАЊЕ;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;292000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;23;ИНТЕГРИРАНО ГРАНИЧНО УПРАВУВАЊЕ;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;2260000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;23;ИНТЕГРИРАНО ГРАНИЧНО УПРАВУВАЊЕ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;90000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;2А;РЕФОРМИ ВО ПОЛИЦИЈА;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;518200000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;2А;РЕФОРМИ ВО ПОЛИЦИЈА;48;КАПИТАЛНИ РАСХОДИ;485;Вложувања и нефинансиски средства;33184000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;2А;РЕФОРМИ ВО ПОЛИЦИЈА;48;КАПИТАЛНИ РАСХОДИ;486;Купување на возила;77552000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;2Б;РЕКОНСТРУКЦИЈА И ОПРЕМУВАЊЕ НА ЗГРАДИ;48;КАПИТАЛНИ РАСХОДИ;481;Градежни објекти;3000000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;30;ЦЕНТАР ЗА ОБУКА;40;ПЛАТИ И НАДОМЕСТОЦИ;401;Основни плати;9754000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;30;ЦЕНТАР ЗА ОБУКА;40;ПЛАТИ И НАДОМЕСТОЦИ;402;Придонеси за социјално осигурување;4410000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;30;ЦЕНТАР ЗА ОБУКА;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;10000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;30;ЦЕНТАР ЗА ОБУКА;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;19370000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;30;ЦЕНТАР ЗА ОБУКА;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;15405000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;30;ЦЕНТАР ЗА ОБУКА;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;400000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;30;ЦЕНТАР ЗА ОБУКА;42;СТОКИ И УСЛУГИ;425;Договорни услуги;25000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;40;ДРЖАВНА БЕЗБЕДНОСТ;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;3350000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;40;ДРЖАВНА БЕЗБЕДНОСТ;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;9430000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;40;ДРЖАВНА БЕЗБЕДНОСТ;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;1523000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;40;ДРЖАВНА БЕЗБЕДНОСТ;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;12200000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;40;ДРЖАВНА БЕЗБЕДНОСТ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;1283000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;40;ДРЖАВНА БЕЗБЕДНОСТ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;11100000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;40;ДРЖАВНА БЕЗБЕДНОСТ;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;200000000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;50;ИНТЕГРАЦИЈА ВО НАТО;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;100000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;50;ИНТЕГРАЦИЈА ВО НАТО;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;50000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;50;ИНТЕГРАЦИЈА ВО НАТО;42;СТОКИ И УСЛУГИ;425;Договорни услуги;25000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;А2;ПРЕНЕСУВАЊЕ НА НАДЛЕЖНОСТИ НА ЕЛС;44;ТЕКОВНИ ТРАНСФЕРИ ДО ЕДИНИЦИТЕ НА ЛОКАЛНАТА САМОУПРАВА;442;Наменски дотации;292916000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;Г1;БОРБА ПРОТИВ КОРУПЦИЈА И ОРГАНИЗИРАН КРИМИНАЛ;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;6315000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;Г2;БОРБА ПРОТИВ ТРГОВИЈА СО ЛУЃЕ И ИЛЕГАЛНА МИГРАЦИЈА;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;80000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;Г2;БОРБА ПРОТИВ ТРГОВИЈА СО ЛУЃЕ И ИЛЕГАЛНА МИГРАЦИЈА;42;СТОКИ И УСЛУГИ;425;Договорни услуги;180000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;630;МА;ПОМОШ ПРИ ТРАНЗИЦИЈА И ИНСТИТУЦИОНАЛНА НАДГРАДБА;42;СТОКИ И УСЛУГИ;425;Договорни услуги;14400000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;631;20;ЈАВНА БЕЗБЕДНОСТ;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;15000000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;631;20;ЈАВНА БЕЗБЕДНОСТ;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;200000000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;631;20;ЈАВНА БЕЗБЕДНОСТ;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;507495000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;631;20;ЈАВНА БЕЗБЕДНОСТ;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;280000000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;631;20;ЈАВНА БЕЗБЕДНОСТ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;150000000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;631;20;ЈАВНА БЕЗБЕДНОСТ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;20000000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;631;20;ЈАВНА БЕЗБЕДНОСТ;46;СУБВЕНЦИИ И ТРАНСФЕРИ;464;Разни трансфери;50000000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;631;20;ЈАВНА БЕЗБЕДНОСТ;46;СУБВЕНЦИИ И ТРАНСФЕРИ;465;Исплата по извршни исправи;59592000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;631;20;ЈАВНА БЕЗБЕДНОСТ;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;90000000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;631;20;ЈАВНА БЕЗБЕДНОСТ;48;КАПИТАЛНИ РАСХОДИ;481;Градежни објекти;25000000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;785;20;ЈАВНА БЕЗБЕДНОСТ;46;СУБВЕНЦИИ И ТРАНСФЕРИ;464;Разни трансфери;1000000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;787;11;УГОСТИТЕЛСТВО;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;15000000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;787;11;УГОСТИТЕЛСТВО;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;47600000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;787;11;УГОСТИТЕЛСТВО;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;5000000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;787;11;УГОСТИТЕЛСТВО;42;СТОКИ И УСЛУГИ;425;Договорни услуги;5000000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;787;11;УГОСТИТЕЛСТВО;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;1000000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;787;11;УГОСТИТЕЛСТВО;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;3000000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;787;11;УГОСТИТЕЛСТВО;48;КАПИТАЛНИ РАСХОДИ;481;Градежни објекти;1000000
2014-09-09T00:00:00;6001;МИНИСТЕРСТВО ЗА ВНАТРЕШНИ РАБОТИ;787;11;УГОСТИТЕЛСТВО;48;КАПИТАЛНИ РАСХОДИ;483;Купување на мебел;1000000
2014-09-09T00:00:00;7001;МИНИСТЕРСТВО ЗА ПРАВДА;630;10;АДМИНИСТРАЦИЈА;40;ПЛАТИ И НАДОМЕСТОЦИ;401;Основни плати;70481000
2014-09-09T00:00:00;7001;МИНИСТЕРСТВО ЗА ПРАВДА;630;10;АДМИНИСТРАЦИЈА;40;ПЛАТИ И НАДОМЕСТОЦИ;402;Придонеси за социјално осигурување;25500000
2014-09-09T00:00:00;7001;МИНИСТЕРСТВО ЗА ПРАВДА;630;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;3000000
2014-09-09T00:00:00;7001;МИНИСТЕРСТВО ЗА ПРАВДА;630;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;13966000
2014-09-09T00:00:00;7001;МИНИСТЕРСТВО ЗА ПРАВДА;630;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;1000000
2014-09-09T00:00:00;7001;МИНИСТЕРСТВО ЗА ПРАВДА;630;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;2500000
2014-09-09T00:00:00;7001;МИНИСТЕРСТВО ЗА ПРАВДА;630;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;425;Договорни услуги;17735000
2014-09-09T00:00:00;7001;МИНИСТЕРСТВО ЗА ПРАВДА;630;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;7323000
2014-09-09T00:00:00;7001;МИНИСТЕРСТВО ЗА ПРАВДА;630;10;АДМИНИСТРАЦИЈА;46;СУБВЕНЦИИ И ТРАНСФЕРИ;463;Трансфери до невладини организации;51677000
2014-09-09T00:00:00;7001;МИНИСТЕРСТВО ЗА ПРАВДА;630;10;АДМИНИСТРАЦИЈА;46;СУБВЕНЦИИ И ТРАНСФЕРИ;464;Разни трансфери;5013000
2014-09-09T00:00:00;7001;МИНИСТЕРСТВО ЗА ПРАВДА;630;10;АДМИНИСТРАЦИЈА;46;СУБВЕНЦИИ И ТРАНСФЕРИ;465;Исплата по извршни исправи;3659000
2014-09-09T00:00:00;7001;МИНИСТЕРСТВО ЗА ПРАВДА;630;10;АДМИНИСТРАЦИЈА;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;2927000
2014-09-09T00:00:00;7001;МИНИСТЕРСТВО ЗА ПРАВДА;630;10;АДМИНИСТРАЦИЈА;48;КАПИТАЛНИ РАСХОДИ;481;Градежни објекти;88473000
2014-09-09T00:00:00;7001;МИНИСТЕРСТВО ЗА ПРАВДА;630;10;АДМИНИСТРАЦИЈА;48;КАПИТАЛНИ РАСХОДИ;485;Вложувања и нефинансиски средства;2500000
2014-09-09T00:00:00;7001;МИНИСТЕРСТВО ЗА ПРАВДА;630;30;БИРО ЗА ЗАСТАПУВАЊЕ НА РМ ПРЕД ЕВРОПСКИОТ СУД ЗА ЧОВЕКОВИ ПРАВА;40;ПЛАТИ И НАДОМЕСТОЦИ;401;Основни плати;2200000
2014-09-09T00:00:00;7001;МИНИСТЕРСТВО ЗА ПРАВДА;630;30;БИРО ЗА ЗАСТАПУВАЊЕ НА РМ ПРЕД ЕВРОПСКИОТ СУД ЗА ЧОВЕКОВИ ПРАВА;40;ПЛАТИ И НАДОМЕСТОЦИ;402;Придонеси за социјално осигурување;814000
2014-09-09T00:00:00;7001;МИНИСТЕРСТВО ЗА ПРАВДА;630;30;БИРО ЗА ЗАСТАПУВАЊЕ НА РМ ПРЕД ЕВРОПСКИОТ СУД ЗА ЧОВЕКОВИ ПРАВА;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;150000
2014-09-09T00:00:00;7001;МИНИСТЕРСТВО ЗА ПРАВДА;630;30;БИРО ЗА ЗАСТАПУВАЊЕ НА РМ ПРЕД ЕВРОПСКИОТ СУД ЗА ЧОВЕКОВИ ПРАВА;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;27000
2014-09-09T00:00:00;7001;МИНИСТЕРСТВО ЗА ПРАВДА;630;Г1;БОРБА ПРОТИВ КОРУПЦИЈА И ОРГАНИЗИРАН КРИМИНАЛ;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;20000
2014-09-09T00:00:00;7001;МИНИСТЕРСТВО ЗА ПРАВДА;630;Г1;БОРБА ПРОТИВ КОРУПЦИЈА И ОРГАНИЗИРАН КРИМИНАЛ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;80000
